group,layer,head,enrichment_date
not_is_words,4,5,0.5349308848381042
not_is_words,4,6,0.5035580992698669
not_is_words,4,7,0.4478577971458435
not_is_words,4,8,0.8941996693611145
not_is_words,4,9,0.8836503028869629
not_is_words,4,10,0.5581291913986206
not_is_words,4,11,0.5007565021514893
not_is_words,5,0,0.22520101070404053
not_is_words,5,1,0.6338229775428772
not_is_words,5,2,0.26872196793556213
not_is_words,5,3,0.6359094381332397
not_is_words,5,4,0.6393678188323975
not_is_words,5,5,0.6047771573066711
not_is_words,5,6,0.3442065417766571
not_is_words,5,7,0.47629520297050476
not_is_words,5,8,0.37622252106666565
not_is_words,5,9,0.4749118387699127
not_is_words,5,10,0.5666772723197937
not_is_words,5,11,0.5125833749771118
not_is_words,6,0,0.8459593057632446
not_is_words,6,1,0.6842181086540222
not_is_words,6,2,0.6698841452598572
not_is_words,6,3,0.7761039137840271
not_is_words,6,4,0.6376025676727295
not_is_words,6,5,0.8595787286758423
not_is_words,6,6,0.49889153242111206
not_is_words,6,7,0.6098990440368652
not_is_words,6,8,1.1132259368896484
not_is_words,6,9,0.6141405701637268
not_is_words,6,10,1.0478057861328125
not_is_words,6,11,0.7120012640953064
not_is_words,7,0,1.0998828411102295
not_is_words,7,1,0.7818647623062134
not_is_words,7,2,0.6163766384124756
not_is_words,7,3,0.78691565990448
not_is_words,7,4,0.3696765601634979
not_is_words,7,5,0.8719398379325867
not_is_words,7,6,0.8774629831314087
not_is_words,7,7,0.3011492192745209
not_is_words,7,8,0.9537222385406494
not_is_words,7,9,0.5455631017684937
not_is_words,7,10,0.36632612347602844
not_is_words,7,11,0.5220249891281128
not_is_words,8,0,0.6820056438446045
not_is_words,8,1,0.5483363270759583
not_is_words,8,2,0.5286647081375122
not_is_words,8,3,0.5769535899162292
not_is_words,8,4,0.27472296357154846
not_is_words,8,5,0.4605884552001953
not_is_words,8,6,1.003185749053955
not_is_words,8,7,1.0254191160202026
not_is_words,8,8,0.19138923287391663
not_is_words,8,9,0.9345880746841431
not_is_words,8,10,0.5351356267929077
not_is_words,8,11,0.9656726717948914
not_is_words,9,0,0.41820576786994934
not_is_words,9,1,0.6508249044418335
not_is_words,9,2,0.5446272492408752
not_is_words,9,3,0.2690249979496002
not_is_words,9,4,0.9602885246276855
not_is_words,9,5,0.7497920989990234
not_is_words,9,6,0.4415357708930969
not_is_words,9,7,0.5362563729286194
not_is_words,9,8,0.4662511944770813
not_is_words,9,9,0.6643075346946716
not_is_words,9,10,0.332676500082016
not_is_words,9,11,0.4025680124759674
not_is_words,10,0,0.3013957738876343
not_is_words,10,1,0.2698424756526947
not_is_words,10,2,0.5911123156547546
not_is_words,10,3,0.2901226282119751
not_is_words,10,4,1.0034939050674438
not_is_words,10,5,0.7444170117378235
not_is_words,10,6,0.20133408904075623
not_is_words,10,7,0.15973562002182007
not_is_words,10,8,0.48648786544799805
not_is_words,10,9,0.7898090481758118
not_is_words,10,10,0.18489326536655426
not_is_words,10,11,0.5910777449607849
not_is_words,11,0,0.015241041779518127
not_is_words,11,1,0.23207302391529083
not_is_words,11,2,0.07685033977031708
not_is_words,11,3,0.2903922200202942
not_is_words,11,4,0.0034276556689292192
not_is_words,11,5,0.1039813831448555
not_is_words,11,6,0.47738271951675415
not_is_words,11,7,0.3397897183895111
not_is_words,11,8,0.033987339586019516
not_is_words,11,9,0.40007394552230835
not_is_words,11,10,0.04439127817749977
not_is_words,11,11,0.056956879794597626
