group,layer,head,enrichment_uid,enrichment_date
seen,6,4,0.539951503276825,0.6071256995201111
seen,6,5,0.49779263138771057,0.46241188049316406
seen,6,6,0.3164665997028351,0.5225080847740173
seen,6,7,0.5027375221252441,0.5984269976615906
seen,6,8,1.8411893844604492,0.48111456632614136
seen,6,9,0.6981652975082397,0.15531957149505615
seen,6,10,0.5873643755912781,0.3386974334716797
seen,6,11,1.5099388360977173,0.5015537142753601
seen,7,0,1.320765733718872,1.0030651092529297
seen,7,1,0.8611328601837158,0.607856273651123
seen,7,2,0.9417296648025513,0.33945196866989136
seen,7,3,0.4654114544391632,0.3177664279937744
seen,7,4,0.5613988637924194,0.45087772607803345
seen,7,5,1.1085705757141113,0.7387301325798035
seen,7,6,0.7852104902267456,0.8664600849151611
seen,7,7,0.6552221775054932,0.23157817125320435
seen,7,8,1.1015019416809082,0.934937059879303
seen,7,9,1.5592529773712158,0.36078280210494995
seen,7,10,0.4772186279296875,0.39066532254219055
seen,7,11,0.6604912877082825,0.5618737936019897
seen,8,0,0.6937016248703003,0.6479731798171997
seen,8,1,0.6438832879066467,0.5459057688713074
seen,8,2,0.9342348575592041,0.5585072636604309
seen,8,3,0.5154252052307129,0.4528891146183014
seen,8,4,1.1741148233413696,0.385209321975708
seen,8,5,1.3925870656967163,0.4890992343425751
seen,8,6,1.5867786407470703,0.525283694267273
seen,8,7,1.0904361009597778,1.0105009078979492
seen,8,8,0.5254608988761902,0.1837579309940338
seen,8,9,1.012282133102417,0.5496485829353333
seen,8,10,0.4793885052204132,0.6355875730514526
seen,8,11,0.798881471157074,0.8518624901771545
seen,9,0,0.9111918807029724,0.36898136138916016
seen,9,1,0.886565625667572,0.5109423398971558
seen,9,2,0.5296602845191956,0.7141999006271362
seen,9,3,0.5931247472763062,0.3974021077156067
seen,9,4,1.3602347373962402,0.7526768445968628
seen,9,5,1.072696328163147,0.5699936747550964
seen,9,6,0.9933416843414307,0.6787225604057312
seen,9,7,0.7815061211585999,0.6700248718261719
seen,9,8,0.5311577320098877,0.3365900218486786
seen,9,9,0.7971826195716858,0.6583243012428284
seen,9,10,0.9394996762275696,0.4639642834663391
seen,9,11,0.9389797449111938,0.5764893889427185
seen,10,0,1.6221864223480225,0.34574711322784424
seen,10,1,1.4868074655532837,0.48464784026145935
seen,10,2,1.1823935508728027,0.5401960015296936
seen,10,3,2.580777883529663,0.5448560118675232
seen,10,4,1.0065851211547852,0.6944324970245361
seen,10,5,3.6556026935577393,0.7452559471130371
seen,10,6,0.8131053447723389,0.5627740621566772
seen,10,7,1.9368189573287964,0.27480313181877136
seen,10,8,0.965817391872406,0.6969578862190247
seen,10,9,3.044006109237671,0.4915924370288849
seen,10,10,0.6779038906097412,0.46660515666007996
seen,10,11,0.7813742160797119,0.48593127727508545
seen,11,0,0.12032327055931091,0.011789641343057156
seen,11,1,0.578551709651947,0.123697929084301
seen,11,2,0.02032197266817093,0.046257443726062775
seen,11,3,1.0693315267562866,0.1999066025018692
seen,11,4,0.019410355016589165,0.0051829139702022076
seen,11,5,0.31504443287849426,0.06598397344350815
seen,11,6,0.2650640904903412,0.5837817788124084
