mass_date_tokens,mass_cls,mass_content,enrichment_date,enrichment_content,n_date_tokens,seq_len,group
0.015755385160446167,0.40759801864624023,0.5766465961933136,0.14004786809285483,0.659024681363787,9,80,seen
0.011653358116745949,0.4196719527244568,0.5686746891587973,0.11264912846187751,0.642528544893706,9,87,seen
0.015493258833885193,0.4151926040649414,0.5693141371011734,0.13943932950496674,0.6494992268337331,9,81,seen
0.015037931501865387,0.3664916455745697,0.6184704229235649,0.14536667118469873,0.6987912570694824,9,87,seen
0.030237998813390732,0.30896231532096863,0.6607996858656406,0.22846487992339665,0.7747306661873028,9,68,seen
0.03409265726804733,0.3857201933860779,0.5801871493458748,0.32198620753155816,0.6575454359253248,9,85,seen
0.01463333796709776,0.3879375755786896,0.5974290864542127,0.11869263017757072,0.6922591001771036,9,73,seen
0.0305100716650486,0.33731546998023987,0.6321744583547115,0.22713053350647291,0.7430822580660644,9,67,seen
0.01805863156914711,0.3928638994693756,0.5890774689614773,0.16654071335991225,0.6697730126548304,9,83,seen
0.05704668164253235,0.28421351313591003,0.6587398052215576,0.4392594486474991,0.7685297727584839,10,77,seen
0.0568217970430851,0.378324419260025,0.5648537836968899,0.3522951416671276,0.6866849919452387,10,62,seen
0.011356262490153313,0.40237200260162354,0.5862717349082232,0.09539260491728783,0.6746140511272705,10,84,seen
0.02264849841594696,0.37114065885543823,0.6062108427286148,0.17665828764438632,0.7057379960124173,10,78,seen
0.02046310156583786,0.3954252600669861,0.5841116383671761,0.13710278049111368,0.6988478530464428,10,67,seen
0.02037360519170761,0.3880332410335541,0.5915931537747383,0.13039107322692872,0.7143766385204388,10,64,seen
0.014762010425329208,0.3688967227935791,0.6163412667810917,0.12400088757276535,0.7092146083508453,10,84,seen
0.011779708787798882,0.3825690448284149,0.6056512463837862,0.10366143733263015,0.6921728530100414,10,88,seen
0.026760224252939224,0.3261920213699341,0.6470477543771267,0.2997145116329193,0.7175183018835464,10,112,seen
0.010564783588051796,0.4141490161418915,0.5752862002700567,0.12783388141542673,0.6328148202970624,10,121,seen
0.01628810539841652,0.39453041553497314,0.5891814790666103,0.12704722210764885,0.6859127666745614,10,78,seen
0.012450581416487694,0.39890041947364807,0.5886489991098642,0.11454534903168678,0.6685889866433026,10,92,seen
0.017170816659927368,0.39330196380615234,0.5895272195339203,0.10130781829357148,0.724627207343777,10,59,seen
0.017930762842297554,0.4211304783821106,0.5609387587755919,0.12730841618031263,0.6637775312177837,10,71,seen
0.013323592022061348,0.41525793075561523,0.5714184772223234,0.10525637697428464,0.6638538191259346,10,79,seen
0.014360470697283745,0.3582874536514282,0.627352075651288,0.10913957729935647,0.7335193499922752,10,76,seen
0.01741134002804756,0.4051426649093628,0.5774459950625896,0.13754958622157573,0.6708563766168321,10,79,seen
0.008749779313802719,0.41338205337524414,0.5778681673109531,0.08574783727526665,0.6509319585801541,10,98,seen
0.018454119563102722,0.3629130721092224,0.6186328083276749,0.14209672063589096,0.7217382763822874,10,77,seen
0.013129073195159435,0.36755555868148804,0.6193153681233525,0.11816165875643492,0.7055491535582498,10,90,seen
0.018194973468780518,0.3937673270702362,0.5880376994609833,0.20742269754409792,0.6508378421218649,10,114,seen
0.011095398105680943,0.41831761598587036,0.5705869859084487,0.09320134408771992,0.6565658467987628,10,84,seen
